SN,Freq,Level,Time,Freq Offset,Level Offset
903,1.901 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
344,1.342 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
469,1.467 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
551,1.549 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
851,1.849 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
94,1.092 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
6,1.004 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
687,1.685 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
953,1.951 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
352,1.35 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
103,1.101 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
459,1.457 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
763,1.761 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
682,1.68 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
928,1.926 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
593,1.591 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
530,1.528 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
40,1.038 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
256,1.254 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
677,1.675 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
101,1.099 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
996,1.994 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
985,1.983 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
787,1.785 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
367,1.365 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
264,1.262 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
425,1.423 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
338,1.336 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
426,1.424 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
454,1.452 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
566,1.564 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
809,1.807 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
693,1.691 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
329,1.327 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
653,1.651 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
919,1.917 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
176,1.174 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
424,1.422 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
190,1.188 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
140,1.138 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
801,1.799 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
624,1.622 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
997,1.995 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
222,1.22 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
124,1.122 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
875,1.873 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
201,1.199 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
165,1.163 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
504,1.502 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
117,1.115 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
496,1.494 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
465,1.463 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
478,1.476 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
122,1.12 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
895,1.893 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
448,1.446 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
847,1.845 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
404,1.402 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
765,1.763 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
531,1.529 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
728,1.726 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
776,1.774 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
639,1.637 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
825,1.823 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
565,1.563 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
736,1.734 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
816,1.814 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
262,1.26 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
203,1.201 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
63,1.061 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
423,1.421 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
577,1.575 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
738,1.736 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
315,1.313 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
341,1.339 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
275,1.273 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
557,1.555 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
508,1.506 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
57,1.055 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
98,1.096 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
210,1.208 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
205,1.203 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
986,1.984 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
37,1.035 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
609,1.607 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
156,1.154 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
371,1.369 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
105,1.103 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
724,1.722 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
987,1.985 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
479,1.477 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
97,1.095 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
161,1.159 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
244,1.242 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
860,1.858 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
348,1.346 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
871,1.869 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
29,1.027 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
291,1.289 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
171,1.169 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
233,1.231 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
836,1.834 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
34,1.032 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
750,1.748 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
376,1.374 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
50,1.048 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
487,1.485 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
723,1.721 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
470,1.468 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
440,1.438 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
42,1.04 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
434,1.432 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
949,1.947 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
303,1.301 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
108,1.106 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
239,1.237 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
410,1.408 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
195,1.193 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
699,1.697 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
491,1.489 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
401,1.399 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
112,1.11 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
277,1.275 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
644,1.642 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
858,1.856 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
843,1.841 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
507,1.505 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
552,1.55 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
68,1.066 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
523,1.521 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
730,1.728 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
38,1.036 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
259,1.257 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
957,1.955 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
926,1.924 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
228,1.226 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
792,1.79 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
373,1.371 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
320,1.318 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
714,1.712 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
415,1.413 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
917,1.915 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
560,1.558 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
168,1.166 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
854,1.852 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
369,1.367 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
817,1.815 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
805,1.803 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
497,1.495 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
243,1.241 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
115,1.113 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
246,1.244 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
990,1.988 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
287,1.285 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
298,1.296 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
385,1.383 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
413,1.411 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
943,1.941 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
865,1.863 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
767,1.765 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
468,1.466 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
363,1.361 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
129,1.127 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
242,1.24 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
308,1.306 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
832,1.83 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
725,1.723 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
261,1.259 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
33,1.031 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
347,1.345 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
548,1.546 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
902,1.9 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
16,1.014 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
592,1.59 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
47,1.045 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
959,1.957 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
729,1.727 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
282,1.28 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
569,1.567 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
494,1.492 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
336,1.334 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
351,1.349 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
785,1.783 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
430,1.428 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
477,1.475 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
327,1.325 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
631,1.629 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
880,1.878 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
833,1.831 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
59,1.057 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
719,1.717 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
240,1.238 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
978,1.976 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
754,1.752 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
578,1.576 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
28,1.026 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
544,1.542 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
617,1.615 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
323,1.321 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
708,1.706 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
749,1.747 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
365,1.363 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
520,1.518 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
80,1.078 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
197,1.195 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
528,1.526 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
576,1.574 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
662,1.66 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
368,1.366 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
100,1.098 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
625,1.623 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
691,1.689 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
556,1.554 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
71,1.069 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
927,1.925 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
324,1.322 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
355,1.353 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
340,1.338 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
163,1.161 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
133,1.131 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
360,1.358 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
279,1.277 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
87,1.085 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
419,1.417 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
91,1.089 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
828,1.826 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
372,1.37 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
791,1.789 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
442,1.44 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
740,1.738 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
889,1.887 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
179,1.177 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
612,1.61 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
45,1.043 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
268,1.266 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
443,1.441 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
890,1.888 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
935,1.933 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
524,1.522 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
437,1.435 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
869,1.867 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
2,1.0 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
553,1.551 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
803,1.801 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
694,1.692 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
377,1.375 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
514,1.512 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
929,1.927 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
309,1.307 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
1000,1.998 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
234,1.232 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
668,1.666 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
198,1.196 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
679,1.677 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
896,1.894 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
321,1.319 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
993,1.991 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
872,1.87 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
600,1.598 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
72,1.07 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
676,1.674 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
266,1.264 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
795,1.793 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
535,1.533 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
658,1.656 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
395,1.393 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
152,1.15 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
206,1.204 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
445,1.443 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
292,1.29 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
61,1.059 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
137,1.135 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
123,1.121 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
818,1.816 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
258,1.256 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
781,1.779 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
855,1.853 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
316,1.314 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
132,1.13 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
143,1.141 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
567,1.565 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
596,1.594 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
664,1.662 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
216,1.214 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
946,1.944 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
894,1.892 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
510,1.508 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
